skill_component_id,skill_component,description,purpose,domain,keywords_en,keywords_ge
sc_0083,Implement auto-scaling infrastructure for variable ML demands,NA,BUILD AI,MLOps/Infrastructure,"auto-scaling implementation, dynamic scaling for ml, elastic ml infrastructure, on-demand scaling, automated scale-up/down, kubernetes auto-scaling, scaling ml clusters, adaptive resource scaling, infrastructure elasticity, auto-scaling clusters, scalable resource management, automatic scaling solutions, autoscaling frameworks, load-based scaling, infrastructure auto-adjustment","umsetzung von auto-scaling, dynamische skalierung für ml, elastische ml-infrastruktur, skalierung auf abruf, automatisches hoch-/herunterskalieren, kubernetes-auto-scaling, skalierung von ml-clustern, adaptive ressourcenskalierung, infrastruktur-elastizität, auto-scaling-cluster, skalierbares ressourcenmanagement, automatische skalierungslösungen, auto-scaling-frameworks, lastbasierte skalierung, automatische infrastruktur-anpassung"
sc_0084,Design GPU cluster management systems,NA,BUILD AI,MLOps/Infrastructure,"gpu cluster design, gpu management, cluster orchestration, gpu scheduling, hpc design with gpus, multi-gpu infrastructure, distributed gpu training, gpu resource management, designing gpu clusters, gpu farm management, gpu cluster architecture, parallel gpu computing design, gpu cluster configuration, gpu orchestration, managing gpu clusters","gpu-cluster-design, gpu-management, cluster-orchestrierung, gpu-zeitplanung, hpc-design mit gpus, multi-gpu-infrastruktur, verteiltes gpu-training, gpu-ressourcenmanagement, design von gpu-clustern, gpu-farm-management, gpu-cluster-architektur, paralleles gpu-computing-design, gpu-cluster-konfiguration, gpu-orchestrierung, verwaltung von gpu-clustern"
sc_0085,Build infrastructure cost monitoring and optimization frameworks,NA,BUILD AI,MLOps/Infrastructure,"cost monitoring, cost optimization, cloud cost management, infrastructure cost analytics, budgeting for ml infrastructure, cost optimization frameworks, resource cost tracking, optimize cloud expenses, cost-efficient infrastructure, usage monitoring and costs, expense tracking for compute, cost governance tools, financial optimization in it, cost-aware resource management, infrastructure spend analysis","kosten-monitoring, kostenoptimierung, cloud-kostenmanagement, infrastrukturkosten-analyse, budgetierung für ml-infrastruktur, kostenoptimierungs-frameworks, ressourcen­kosten-tracking, cloud-ausgaben optimieren, kosteneffiziente infrastruktur, nutzungsmonitoring und -kosten, ausgabenverfolgung für computing, kostenkontroll-tools, finanzoptimierung in der it, kostenbewusstes ressourcenmanagement, infrastrukturausgaben-analyse"
sc_0086,Design orchestration strategies for ML workflows and pipelines,NA,BUILD AI,MLOps/Infrastructure,"workflow orchestration, ml pipeline orchestration, pipeline automation, orchestration design, workflow management for ml, automate ml workflows, designing kubeflow pipelines, ml process scheduling, orchestrating training pipelines, pipeline management strategies, workflow automation in ml, orchestration of ml tasks, coordinating ml processes, ml pipeline management, scheduling ml workflows","workflow-orchestrierung, ml-pipeline-orchestrierung, pipeline-automatisierung, orchestrierungsdesign, workflow-management für ml, ml-workflows automatisieren, entwurf von kubeflow-pipelines, ml-prozessplanung, training-pipelines orchestrieren, pipeline-management-strategien, workflow-automatisierung in ml, orchestrierung von ml-aufgaben, koordinierung von ml-prozessen, ml-pipeline-management, planung von ml-workflows"
sc_0087,Implement performance monitoring for ML infrastructure,NA,BUILD AI,MLOps/Infrastructure,"infrastructure monitoring, performance metrics tracking, ml system monitoring, resource utilization monitoring, performance dashboards, system health checks, monitoring cpu/gpu usage, latency and throughput tracking, infrastructure health monitoring, performance profiling, real-time system monitoring, ml performance metrics, monitoring tools for ml infra, infrastructure telemetry, performance monitoring systems","infrastrukturüberwachung, leistungsmetriken-tracking, ml-system-monitoring, ressourcen-nutzungsüberwachung, performance-dashboards, system-gesundheitschecks, überwachung der cpu/gpu-auslastung, latenz- und durchsatz-tracking, infrastruktur-zustandsüberwachung, performance-profiling, echtzeit-systemüberwachung, ml-leistungsmetriken, monitoring-tools für ml-infrastruktur, infrastruktur-telemetrie, performance-monitoring-systeme"
sc_0088,Integrate model registries and experiment tracking systems,NA,BUILD AI,MLOps/Infrastructure,"model registry integration, experiment tracking, model versioning, experiment logging, integrate mlflow, tracking experiments, model catalog, model metadata tracking, model management systems, experiment management, model repository integration, model tracking tools, version control for models, experiment results logging, model registry setup","modellregister-integration, experiment-tracking, modellversionierung, experimentprotokollierung, mlflow-integration, experimente verfolgen, modellkatalog, modell-metadaten-tracking, modellmanagement-systeme, experiment-verwaltung, modellrepository-integration, modell-tracking-tools, versionskontrolle für modelle, protokollierung von experimentergebnissen, modellregister-einrichtung"
sc_0089,"Build model serving infrastructure with APIs, batch, or real-time inference",NA,BUILD AI,MLOps/Infrastructure,"model serving architecture, api-based model serving, batch inference pipelines, real-time inference systems, deploying models via apis, inference server design, online/offline inference, serving ml models at scale, production model serving, model service frameworks, scalable model serving, model deployment apis, real-time model apis, batch processing for models, inference infrastructure","modellbereitstellungs-architektur, api-basierte modellbereitstellung, batch-inferenz-pipelines, echtzeit-inferenzsysteme, modelle über apis bereitstellen, inferenz-server-design, online-/offline-inferenz, ml-modelle in großem maßstab bereitstellen, produktionsmodell-bereitstellung, modellservice-frameworks, skalierbare modellbereitstellung, modellbereitstellungs-apis, echtzeit-modell-apis, batchverarbeitung für modelle, inferenz-infrastruktur"
sc_0090,Continuously improve ML systems through automated retraining pipelines,NA,BUILD AI,MLOps/Infrastructure,"continuous learning pipelines, automated model retraining, model update pipelines, continuous model improvement, ml ci/cd pipelines, scheduled retraining, model drift handling, continuous model optimization, feedback loops for ml, automated model refresh, iterative model improvement, continuous learning loops, automated training updates, ml pipeline automation, continuous improvement cycle","kontinuierliche lernpipelines, automatisiertes modell-retraining, modellaktualisierungs-pipelines, kontinuierliche modellverbesserung, ml-ci/cd-pipelines, geplantes retraining, umgang mit modell-drift, kontinuierliche modelloptimierung, feedback-schleifen für ml, automatisierte modell-updates, iterative modellverbesserung, kontinuierliche lernschleifen, automatisierte trainingsaktualisierungen, ml-pipeline-automatisierung, kontinuierlicher verbesserungszyklus"
sc_0091,Implement deployment strategies for model validation,NA,BUILD AI,MLOps/Infrastructure,"safe model deployment, deployment strategies, model validation in deployment, canary deployments, blue-green deployments, a/b testing for models, shadow deployment, staging environment testing, validate models in production, gradual rollout strategies, deployment best practices, testing in production, model rollout plans, pilot deployments, deployment validation processes","sichere modellbereitstellung, bereitstellungsstrategien, modellvalidierung in deployment, canary deployments, blue-green-deployments, a/b-tests für modelle, shadow deployment, tests in staging-umgebungen, modelle in produktion validieren, schrittweise rollout-strategien, bereitstellungs-best-practices, testing in production, modell-rollout-pläne, pilotbereitstellungen, bereitstellungsvalidierungsprozesse"
sc_0092,Design robust and fault-tolerant ML infrastructure with disaster recovery capabilities,NA,BUILD AI,MLOps/Infrastructure,"fault-tolerant ml infrastructure, robust system design, high availability ml systems, disaster recovery planning, resilient ml architecture, failover mechanisms, redundant systems design, reliable ml infrastructure, dr for ml systems, fault tolerance strategies, backup and recovery planning, resilient system architecture, tolerant to failures, high availability design, ml reliability engineering","fehlertolerante ml-infrastruktur, robustes systemdesign, hochverfügbare ml-systeme, disaster-recovery-planung, resiliente ml-architektur, failover-mechanismen, redundantes systemdesign, zuverlässige ml-infrastruktur, disaster recovery für ml-systeme, fehlertoleranz-strategien, backup- und recovery-planung, resiliente systemarchitektur, ausfalltoleranz, high-availability-design, ml-zuverlässigkeits­technik"
sc_0093,Implement data versioning and management systems for ML pipeline reproducibility,NA,BUILD AI,MLOps/Infrastructure,"data versioning, dataset version control, data management systems, ml pipeline reproducibility, data lineage tracking, reproducible ml pipelines, dataset management, data provenance management, version control for data, reproducibility practices, data snapshotting, data lineage documentation, tracking data versions, repeatable pipeline execution, data version control tools","datenversionierung, datensatz-versionskontrolle, datenmanagement-systeme, reproduzierbarkeit von ml-pipelines, datenherkunfts-tracking, reproduzierbare ml-pipelines, datenverwaltung, datenherkunfts-management, versionskontrolle für daten, reproduzierbarkeits-praktiken, datensnapshotting, dokumentation der datenherkunft, verfolgung von datenversionen, wiederholbare pipeline-ausführung, datenversionskontroll-tools"
sc_0094,Manage feature stores and feature engineering for consistent model training and inference,NA,BUILD AI,MLOps/Infrastructure,"feature store management, feature engineering workflows, consistent feature pipelines, feature management, real-time feature serving, feature reuse for training/inference, feature pipeline maintenance, feature consistency, feature storage systems, feature serving infrastructure, feature catalog management, feature extraction pipelines, managing feature data, feature consistency between train & serve, feature repository maintenance","feature-store-management, feature-engineering-workflows, konsistente feature-pipelines, feature-verwaltung, echtzeit-feature-bereitstellung, wiederverwendung von features für training/inference, feature-pipeline-wartung, feature-konsistenz, feature-speichersysteme, feature-bereitstellungsinfrastruktur, feature-katalog-management, feature-extraktions-pipelines, feature-datenverwaltung, feature-konsistenz zwischen training & inferenz, feature-repository-wartung"
sc_0095,"Utilize big data platforms to process, analyze, and manage large-scale datasets for AI applications",NA,BUILD AI,MLOps/Infrastructure,"big data processing, large-scale data analysis, distributed data processing, hadoop/spark usage, manage massive datasets, big data analytics, scale-out data processing, big data frameworks, processing high-volume data, large-scale data pipelines, massive data management, big data platform usage, handling big data, parallel data processing, scalable data analysis","big-data-verarbeitung, großskalige datenanalyse, verteilte datenverarbeitung, einsatz von hadoop/spark, verwaltung massiver datensätze, big-data-analytik, scale-out-datenverarbeitung, big-data-frameworks, verarbeitung von hochvolumigen daten, großskalige datenpipelines, massendaten-management, nutzung von big-data-plattformen, umgang mit big data, parallele datenverarbeitung, skalierbare datenanalyse"
sc_0096,"Establish data governance frameworks including documentation, ownership, access controls, and lifecycle management",NA,BUILD AI,MLOps/Infrastructure,"data governance, data stewardship, data policy development, data ownership and responsibility, access control policies, data lifecycle management, governance framework implementation, data compliance and policies, data management standards, data governance strategy, documentation and data catalogs, data oversight procedures, information governance, data governance roles, data governance processes","daten-governance, datenverantwortung (stewardship), entwicklung von datenrichtlinien, daten-eigentümerschaft und verantwortung, zugriffskontrollrichtlinien, datenlebenszyklus-management, implementierung von governance-rahmenwerken, daten-compliance und richtlinien, datenmanagement-standards, daten-governance-strategie, dokumentation und datenkataloge, datenaufsichtsverfahren, informations-governance, daten-governance-rollen, daten-governance-prozesse"
sc_0097,Design and optimize prompt engineering strategies,NA,USE AI,GenAI Proficiency,"chain-of-thought, few-shot learning, instruction tuning, zero-shot prompting, prompt templates, iterative refinement, meta-prompting, constraint satisfaction, prompt injection defense, context window optimization","gedankenkette, few-shot learning, instruktions-tuning, zero-shot prompting, prompt-vorlagen, iterative verfeinerung, meta-prompting, einhaltung von vorgaben, schutz vor prompt-injektion, optimierung des kontextfensters"
sc_0098,Implement retrieval-augmented generation (RAG) systems,NA,USE AI,GenAI Proficiency,"vector databases, semantic search, knowledge base integration, document chunking, embedding models, query expansion, context retrieval, re-ranking, in-context learning, information retrieval","vektordatenbanken, semantische suche, wissensdatenbank-integration, dokumenten-chunking, embedding-modelle, suchanfragenerweiterung, kontextabfrage, re-ranking, in-context-lernen, informationsabruf"
sc_0099,Design human-in-the-loop workflows for GenAI applications,NA,USE AI,GenAI Proficiency,"human-ai collaboration, quality assurance, annotation tools, feedback loops, review cycles, expert validation, active learning, interface design, user oversight, manual intervention","mensch-ki-kollaboration, qualitätssicherung, annotations-tools, feedback-schleifen, überprüfungszyklen, expertenvalidierung, aktives lernen, schnittstellendesign, benutzeraufsicht, manuelles eingreifen"
sc_0100,"Evaluate generative model outputs for coherence, safety, and relevance",NA,USE AI,GenAI Proficiency,"benchmarks, hallucination detection, safety filtering, semantic similarity, perplexity, toxicity scoring, bleu/rouge metrics, human evaluation, bias auditing, automated evaluation","benchmarks, halluzinationserkennung, sicherheitsfilterung, semantische ähnlichkeit, perplexity, toxizitätsbewertung, bleu/rouge-metriken, menschliche bewertung, bias-prüfung, automatisierte bewertung"
sc_0101,Implement guardrails and safety mechanisms for GenAI outputs,NA,USE AI,GenAI Proficiency,"content moderation, input validation, pii redaction, output constraint, jailbreak prevention, policy enforcement, adversarial defense, safety classifiers, semantic filtering, real-time monitoring","content-moderation, eingabevalidierung, schwärzung personenbezogener daten, ausgabebeschränkung, jailbreak-prävention, richtliniendurchsetzung, abwehr von angriffen, sicherheits-klassifikatoren, semantische filterung, echtzeit-überwachung"
sc_0102,Fine-tune and customize large language models,NA,USE AI,GenAI Proficiency,"transfer learning, lora (low-rank adaptation), supervised fine-tuning, quantization, model distillation, parameter-efficient fine-tuning (peft), hyperparameter tuning, domain adaptation, rlhf, weight optimization","transfer-lernen, lora (low-rank adaptation), überwachtes fine-tuning, quantisierung, modelldestillation, parametereffizientes fine-tuning (peft), hyperparameter-optimierung, domänenanpassung, rlhf, gewichtungsoptimierung"
sc_0103,Implement multi-modal generative AI applications,NA,USE AI,GenAI Proficiency,"cross-modal learning, vision-language models, audio-to-text, image-to-video, feature fusion, vector embeddings, multi-modal interaction, joint representation, speech synthesis, scene understanding","modalitätenübergreifendes lernen, vision-language-modelle, audio-zu-text, bild-zu-video, merkmalsfusion, vektor-embeddings, multimodale interaktion, gemeinsame repräsentation, sprachsynthese, szenenverständnis"
sc_0104,Design and deploy conversational AI systems,NA,USE AI,GenAI Proficiency,"chatbots, natural language understanding (nlu), dialogue management, intent recognition, voice user interface (vui), entity extraction, context awareness, turn-taking logic, sentiment analysis, speech-to-text (stt)","chatbots, natürliches sprachverständnis (nlu), dialogmanagement, intent-erkennung, sprachgesteuerte benutzeroberfläche (vui), entitätsextraktion, kontextbewusstsein, sprecherwechsel-logik, sentiment-analyse, spracherkennung (stt)"
sc_0105,Implement AI agents and autonomous systems,NA,USE AI,GenAI Proficiency,"agentic workflows, task planning, tool use, autonomous reasoning, multi-agent systems, decision making, goal orientation, environmental interaction, self-correction, action sequences","agentische workflows, aufgabenplanung, werkzeugnutzung, autonome schlussfolgerung, multi-agenten-systeme, entscheidungsfindung, zielorientierung, interaktion mit der umwelt, selbstkorrektur, aktionssequenzen"
sc_0106,Apply generative AI for content creation and augmentation,NA,USE AI,GenAI Proficiency,"automated copywriting, image synthesis, style transfer, content personalization code generation, creative coding, neural rendering, media augmentation, generative design","automatisiertes texten, bildsynthese, stiltransfer, personalisierung von inhalten, codegenerierung, kreatives programmieren, neuronales rendering, medienanreicherung, generatives design"
sc_0107,Integrate generative AI APIs and services,NA,USE AI,GenAI Proficiency,"restful apis, endpoint management, rate limiting, token management, sdk integration, asynchronous requests, api authentication, middleware development, service mesh, latency optimization","restful apis, endpunkt-management, ratenbegrenzung, token-management, sdk-integration, asynchrone anfragen, api-authentifizierung, middleware-entwicklung, service-mesh, latenzoptimierung"
sc_0108,Monitor and maintain generative AI systems in production,NA,USE AI,GenAI Proficiency,"performance metrics, cost tracking, model versioning, a/b testing, health checks, resource utilization, drift monitoring, ci/cd for ml, alerting systems, lifecycle management","leistungsmetriken, kostentracking, modell-versionierung, a/b-tests, health checks, ressourcenauslastung, drift-überwachung, ci/cd für ml, alarmierungssysteme, lebenszyklusmanagement"
sc_0109,Detect and mitigate unfair algorithmic bias,NA,BUILD AI,"AI Ethics, AI Ethics, Machine Learning","algorithmic bias detection, bias mitigation in algorithms, algorithmic fairness, identifying bias in ai systems, mitigating ai bias, addressing algorithmic discrimination, fairness in machine learning, equitable ai practices, bias auditing, ensuring fair ai outcomes, unbiased ai systems, ethical ai practices, algorithmic bias prevention, reducing ai bias, fair ai systems","erkennung algorithmischer verzerrungen, bias-minderung in algorithmen, algorithmische fairness, bias in ki-systemen erkennen, ki-bias mindern, bekämpfung algorithmischer diskriminierung, fairness im maschinellen lernen, gerechte ki-praktiken, bias-audits, sicherstellung fairer ki-ergebnisse, unvoreingenommene ki-systeme, ethische ki-praktiken, vermeidung algorithmischer verzerrungen, reduzierung von ki-bias, faire ki-systeme"
sc_0110,Implement governance for generative AI workflows,NA,BUILD AI,AI Ethics,"ai governance implementation, generative ai governance, ai policy enforcement, governance frameworks for ai, ai workflow oversight, compliance in generative ai, ai governance processes, ethical oversight for ai, ai lifecycle governance, governance protocols for ai, ai oversight mechanisms, ai use policy implementation, governance of ai processes, ai regulatory compliance processes, ai governance structure","ki-governance-implementierung, governance für generative ki, durchsetzung von ki-richtlinien, governance-rahmenwerke für ki, ki-workflow-aufsicht, compliance bei generativer ki, ki-governance-prozesse, ethische aufsicht für ki, ki-lebenszyklus-governance, governance-protokolle für ki, ki-aufsichtsmechanismen, umsetzung von ki-richtlinien, governance von ki-prozessen, ki-regulatorische compliance-prozesse, ki-governance-struktur"
sc_0111,Design and implement AI Ethics frameworks for development and deployment,NA,BUILD AI,AI Ethics,"ai ethics framework, ethical ai guidelines, implement ethics in ai, ai ethics policy, ethical ai practices, responsible ai framework, ai ethics integration, ethics in ai development, ethical ai governance, ai ethics protocols, ai development ethics framework, ethical deployment guidelines, ai ethics implementation, ai ethics strategy, embedding ethics in ai","ki-ethik-rahmenwerk, ethische ki-richtlinien, ethik in ki umsetzen, ki-ethik-policy, ethische ki-praktiken, verantwortungsvolles ki-rahmenwerk, ki-ethik-integration, ethik in der ki-entwicklung, ethische ki-governance, ki-ethik-protokolle, ethik-rahmen für ki-entwicklung, ethische einsatzleitlinien, implementierung von ki-ethik, ki-ethik-strategie, ethik in ki einbetten"
sc_0112,Operationalize roles and processes for ethical AI oversight,NA,BUILD AI,AI Ethics,"ethical ai oversight, operationalize ai ethics, roles for ai governance, processes for ethical ai, ai ethics oversight, governance roles and processes, implement ai ethics roles, ethical oversight mechanisms, ai ethics operations, governance roles and processes, institutionalize ai ethics, ai ethics committee processes, operational ai ethics framework, ethics oversight implementation, ai governance operations","ethische ki-aufsicht operationalisieren, ki-ethik operationalisieren, rollen für ki-governance, prozesse für ethische ki, ki-ethik-aufsicht, governance-rollen und -prozesse, ki-ethik-rollen implementieren, mechanismen ethischer aufsicht, ki-ethik-betrieb, governance-rollen und -prozesse, ki-ethik institutionalisieren, ki-ethik-ausschussprozesse, operatives ki-ethik-rahmenwerk, umsetzung der ethikaufsicht, ki-governance-betrieb"
sc_0113,Implement AI governance and oversight structures with policies for responsible and ethical AI deployment and development,NA,BUILD AI,AI Ethics,"ai governance implementation, oversight structures, responsible ai policies, ethical ai deployment policies, ai governance framework, ai oversight committees, ai policy development, ethical ai governance, ai oversight mechanisms, governance structure setup, responsible ai guidelines, ai development policies, ethical ai oversight, implement ai governance, ai governance model","ki-governance-implementierung, aufsichtsstrukturen, verantwortungsvolle ki-richtlinien, richtlinien für ethische ki-bereitstellung, ki-governance-rahmen, ki-aufsichtsgremien, ki-richtlinienentwicklung, ethische ki-governance, ki-aufsichtsmechanismen, einrichtung von governance-strukturen, verantwortungsvolle ki-leitlinien, ki-entwicklungsrichtlinien, ethische ki-aufsicht, ki-governance umsetzen, ki-governance-modell"
sc_0114,Conduct ongoing ethical impact assessments of AI use cases,NA,BUILD AI,AI Ethics,"ethical impact assessment, continuous ethics review, ai use case ethics evaluation, ongoing ethics assessment, evaluate ai ethical implications, ethics impact analysis, regular ethical reviews, monitor ai impact ethically, assess ethical risks, ethical audit of ai, continuous ethical monitoring, ethical oversight of ai use, impact analysis for ethics, ai ethics evaluation, ongoing impact assessment","laufende ethische folgenabschätzung, kontinuierliche ethik-überprüfung, ethikbewertung von ki-anwendungsfällen, stetige ethik-evaluierung, ethische implikationen von ki bewerten, ethikfolgenanalyse, regelmäßige ethik-reviews, ki-auswirkungen ethisch überwachen, ethische risiken bewerten, ethisches ki-audit, kontinuierliches ethisches monitoring, ethische aufsicht über ki-einsatz, folgenanalyse in bezug auf ethik, ki-ethik-bewertung, laufende wirkungsabschätzung"
sc_0115,Perform a human-rights impact assessment for given AI systems,NA,BUILD AI,AI Ethics,"human rights impact assessment, ai human rights evaluation, hria for ai, assess ai impact on rights, rights-based assessment, social impact analysis, ai ethics human rights check, evaluate ai against human rights, impact on human rights analysis, rights implications review, human-centric impact assessment, ai human rights audit, rights compliance evaluation, ethical impact on society, human rights risk assessment","menschenrechtsfolgenabschätzung, ki-menschenrechtsbewertung, mrfa für ki (menschenrechts-folgenabschätzung), ki-auswirkungen auf rechte bewerten, rechtebasierte bewertung, analyse sozialer auswirkungen, ki-ethik-menschenrechtsprüfung, ki an menschenrechten messen, analyse der auswirkungen auf menschenrechte, überprüfung der rechtsimplikationen, menschenzentrierte folgenabschätzung, ki-menschenrechtsaudit, bewertung der rechtskonformität, ethische auswirkungen auf die gesellschaft, menschenrechts-risikoanalyse"
sc_0116,Execute non-technical requirements from regulation / Implement specific elements of regulation and policy standards within AI systems,NA,BUILD AI,AI Ethics,"implement non-technical requirements, regulatory policy implementation, non-technical compliance tasks, policy standards execution, integrate regulatory elements, operationalize legal requirements, fulfill policy standards in ai, implement regulation in system, execute compliance policies, apply regulatory guidelines, non-technical regulation compliance, embed policy in ai systems, implement legal mandates, policy requirement execution, comply with procedural standards","nicht-technische anforderungen umsetzen, umsetzung regulatorischer richtlinien, nicht-technische compliance-aufgaben, ausführung von richtlinienstandards, regulatorische elemente integrieren, rechtliche anforderungen operationalisieren, richtlinienstandards in ki erfüllen, regulierung im system implementieren, compliance-richtlinien ausführen, regulatorische leitlinien anwenden, nicht-technische regulierungs-compliance, richtlinien in ki-systeme einbetten, gesetzliche vorgaben umsetzen, ausführung von richtlinienanforderungen, verfahrensstandards einhalten"
sc_0117,Evaluate and implement AI privacy and data protection requirements,NA,BUILD AI,AI Ethics,"ai privacy compliance, data protection implementation, privacy by design in ai, implement data privacy, ai data protection, privacy requirements for ai, ensure gdpr compliance, privacy controls for ai, data security compliance, ai privacy evaluation, privacy-preserving ai, enforce data protection, ai data privacy measures, compliance with data laws, privacy risk assessment","ki-datenschutz-compliance, umsetzung von datenschutz, privacy by design in ki, datenschutz implementieren, ki-datenschutz, datenschutzanforderungen für ki, dsgvo-compliance sicherstellen, datenschutzkontrollen für ki, datensicherheits-compliance, ki-datenschutzbewertung, datenschutzfreundliche ki, datenschutz durchsetzen, ki-datenschutzmaßnahmen, einhaltung von datenschutzgesetzen, datenschutz-risikoanalyse"
sc_0118,Establish clear accountability for human oversight of deployed AI systems,NA,BUILD AI,AI Ethics,"accountability in ai, human oversight roles, responsibility assignment, ai oversight accountability, clear oversight roles, human-in-the-loop accountability, assign oversight responsibility, accountable ai governance, oversight role definition, ensure human oversight, accountability framework, human control and accountability, responsible ai supervision, clear lines of accountability, oversight responsibilities","klare verantwortlichkeit bei ki, rollen menschlicher aufsicht, zuständigkeitszuweisung, ki-aufsichtsverantwortung, klare aufsichtsrollen, human-in-the-loop-verantwortlichkeit, aufsichtsverantwortung zuweisen, rechenschaftspflichtige ki-governance, definition von aufsichtsrollen, menschliche aufsicht sicherstellen, verantwortlichkeitsrahmen, menschliche kontrolle und verantwortung, verantwortungsvolle ki-überwachung, klare verantwortungsbereiche, aufsichtsverantwortungen"
sc_0119,"Develop and implement machine learning and deep learning models following the supervised, unsupervised, self-supervised, and reinforcement learning paradigms",NA,BUILD AI,Machine Learning,"develop supervised learning models, unsupervised learning model development, self-supervised learning techniques, reinforcement learning implementation, train deep learning models, machine learning model development, implement ml algorithms, build neural network models, apply different learning paradigms, supervised vs unsupervised methods, develop rl algorithms, design self-supervised models, deep learning model training, ml algorithm development, implement various ml paradigms","überwachte lernmodelle entwickeln, entwicklung unüberwachter modelle, selbstüberwachte lerntechniken, reinforcement-learning-implementierung, deep-learning-modelle trainieren, entwicklung von ml-modellen, ml-algorithmen implementieren, neuronale netzwerke aufbauen, verschiedene lernparadigmen anwenden, überwachte vs. unüberwachte methoden, rl-algorithmen entwickeln, selbstüberwachte modelle entwerfen, training von deep-learning-modellen, ml-algorithmus-entwicklung, verschiedene ml-paradigmen umsetzen"
sc_0120,"Apply feature engineering, representation learning, and transfer learning techniques to improve model performance",NA,BUILD AI,Machine Learning,"feature engineering, representation learning, transfer learning, improve model performance, feature extraction techniques, embedding learning, domain adaptation, pre-trained model fine-tuning, feature selection, model performance optimization, representation techniques, feature transformation, knowledge transfer in ml, model enhancement methods, performance improvement strategies","feature engineering, repräsentationslernen, transfer learning, modellleistung verbessern, merkmalsextraktionstechniken, embedding-lernen, domain-anpassung, fine-tuning vortrainierter modelle, merkmalsauswahl, modellleistungsoptimierung, repräsentationstechniken, merkmals­transformation, wissenstransfer im ml, methoden zur modellverbesserung, leistungsverbesserungsstrategien"
sc_0121,"Evaluate and validate models using robust metrics to ensure accuracy, reliability, and generalization",NA,BUILD AI,Machine Learning,"model evaluation, model validation, performance metrics, accuracy assessment, reliability testing, generalization checks, robust evaluation, precision and recall analysis, validate model accuracy, model verification, evaluation metrics, model reliability assessment, testing model generalization, performance measurement, model quality assurance","modellbewertung, modellvalidierung, leistungsmetriken, genauigkeitsbewertung, zuverlässigkeitstests, generalisierungsprüfungen, robuste evaluierung, präzisions- und recall-analyse, modellgenauigkeit validieren, modellüberprüfung, evaluierungsmetriken, modell-zuverlässigkeitsbewertung, überprüfung der modellgeneralisierung, leistungsmes-sung, modellqualitätssicherung"
sc_0122,"Enhance model performance through hyperparameter tuning, architectural choices, and regularization strategies",NA,BUILD AI,Machine Learning,"hyperparameter tuning, model optimization, regularization techniques, architecture optimization, performance enhancement, model fine-tuning, hyperparameter optimization, model regularization, network architecture design, improving model generalization, tuning algorithms, optimization strategies, model tweaking, parameter tuning, architecture refinement","hyperparameter-tuning, modelloptimierung, regularisierungstechniken, architektur-optimierung, leistungssteigerung, modell-fine-tuning, hyperparameter-optimierung, modell-regularisierung, netzwerkarchitektur-design, verbesserung der modellgeneralisierung, algorithmus-tuning, optimierungsstrategien, modellanpassung, parameterabstimmung, architekturverfeinerung"
sc_0123,Implement deep learning architectures,NA,BUILD AI,Machine Learning,"neural network implementation, design deep learning models, build deep neural networks, implement cnns and rnns, develop deep learning architecture, deep learning model design, neural architecture implementation, constructing neural networks, dl architecture deployment, deep model development, implementing neural nets, designing dl frameworks, develop deep learning pipelines, neural network construction, build advanced neural models","neurale netzwerk-implementierung, entwurf von deep-learning-modellen, tiefe neuronale netze aufbauen, cnns und rnns implementieren, entwicklung von deep-learning-architekturen, deep-learning-modell-design, implementierung neuronaler architekturen, aufbau neuronaler netze, dl-architektur-bereitstellung, deep-model-entwicklung, implementierung neuronaler netze, design von dl-frameworks, entwicklung von deep-learning-pipelines, neuronale netze konstruieren, aufbau fortgeschrittener neuronaler modelle"
sc_0124,Train deep learning models,NA,BUILD AI,Machine Learning,"model training, training neural networks, deep learning training, model fitting, neural network learning, train dl models on data, model training pipeline, iterative model training, train machine learning models, backpropagation training, optimize training process, supervised model training, fine-tune neural networks, training deep models, model learning phase","modelltraining, training neuronaler netze, deep-learning-training, modellanpassung, neuronales netzlernen, dl-modelle auf daten trainieren, modelltrainings-pipeline, iteratives modelltraining, ml-modelle trainieren, backpropagation-training, trainingsprozess optimieren, überwachtes modelltraining, neuronale netze fine-tunen, training tiefer modelle, modelllernphase"
sc_0125,Use transfer learning and pre-trained models to accelerate development,NA,BUILD AI,Machine Learning,"leveraging pre-trained models, transfer learning usage, pre-trained model fine-tuning, using pre-trained networks, pre-trained model integration, model fine-tuning for acceleration, knowledge transfer from pre-trained models, reusing existing models, pre-trained model adaptation, accelerate model development, fine-tuning pre-trained models, transfer learning techniques, using pre-built models, pre-trained model utilization, speed up development with pre-trained","vortrainierte modelle nutzen, einsatz von transfer learning, fine-tuning vortrainierter modelle, verwendung vortrainierter netzwerke, integration vortrainierter modelle, modell-fine-tuning zur beschleunigung, wissenstransfer aus vortrainierten modellen, wiederverwendung bestehender modelle, anpassung vortrainierter modelle, modellentwicklung beschleunigen, fine-tuning vortrainierter modelle, transfer-learning-techniken, verwendung vorgefertigter modelle, nutzung vortrainierter modelle, entwicklungsbeschleunigung durch vortrainiertes"
